--- SIMULAÇÃO DE EUROMILHÕES (5 semanas, 100 apostas p/ sem) ---

Semana 1 - Chave Sorteada: Números [15, 27, 36, 46, 50] + Estrelas [6, 9]
  Apostas da semana:
   Aposta 01: [14, 31, 36, 38, 42] + [4, 7] -> Sem prémio
   Aposta 02: [1, 2, 36, 42, 49] + [1, 9] -> Sem prémio
   Aposta 03: [21, 24, 35, 36, 50] + [11, 12] -> PRÉMIO 2+0
   Aposta 04: [1, 6, 43, 47, 50] + [9, 10] -> Sem prémio
   Aposta 05: [3, 7, 9, 17, 31] + [1, 3] -> Sem prémio
   Aposta 06: [35, 39, 43, 44, 46] + [1, 5] -> Sem prémio
   Aposta 07: [7, 9, 23, 34, 48] + [8, 12] -> Sem prémio
   Aposta 08: [13, 23, 31, 35, 49] + [4, 6] -> Sem prémio
   Aposta 09: [10, 19, 27, 33, 42] + [2, 12] -> Sem prémio
   Aposta 10: [2, 5, 9, 17, 40] + [1, 12] -> Sem prémio
   Aposta 11: [3, 17, 18, 28, 40] + [2, 10] -> Sem prémio
   Aposta 12: [14, 19, 26, 29, 46] + [1, 3] -> Sem prémio
   Aposta 13: [1, 3, 5, 14, 36] + [5, 8] -> Sem prémio
   Aposta 14: [18, 25, 26, 32, 47] + [9, 12] -> Sem prémio
   Aposta 15: [3, 13, 18, 19, 38] + [2, 5] -> Sem prémio
   Aposta 16: [9, 17, 20, 27, 33] + [9, 11] -> Sem prémio
   Aposta 17: [12, 14, 20, 32, 42] + [2, 11] -> Sem prémio
   Aposta 18: [2, 4, 7, 23, 29] + [5, 8] -> Sem prémio
   Aposta 19: [5, 26, 30, 34, 46] + [3, 7] -> Sem prémio
   Aposta 20: [15, 19, 29, 30, 31] + [1, 5] -> Sem prémio
   Aposta 21: [3, 19, 29, 40, 44] + [2, 6] -> Sem prémio
   Aposta 22: [4, 10, 16, 25, 50] + [8, 12] -> Sem prémio
   Aposta 23: [2, 3, 11, 36, 39] + [4, 12] -> Sem prémio
   Aposta 24: [18, 26, 37, 48, 50] + [2, 11] -> Sem prémio
   Aposta 25: [6, 26, 29, 44, 49] + [2, 11] -> Sem prémio
   Aposta 26: [3, 27, 33, 43, 45] + [5, 6] -> Sem prémio
   Aposta 27: [1, 15, 36, 40, 41] + [6, 10] -> PRÉMIO 2+1
   Aposta 28: [11, 21, 34, 43, 48] + [5, 6] -> Sem prémio
   Aposta 29: [8, 19, 26, 39, 40] + [4, 9] -> Sem prémio
   Aposta 30: [16, 32, 36, 45, 47] + [6, 12] -> Sem prémio
   Aposta 31: [15, 21, 28, 30, 36] + [8, 11] -> PRÉMIO 2+0
   Aposta 32: [2, 20, 31, 36, 43] + [11, 12] -> Sem prémio
   Aposta 33: [2, 20, 27, 42, 48] + [9, 11] -> Sem prémio
   Aposta 34: [7, 8, 23, 40, 44] + [4, 6] -> Sem prémio
   Aposta 35: [1, 9, 24, 27, 41] + [10, 12] -> Sem prémio
   Aposta 36: [2, 10, 34, 36, 46] + [5, 11] -> PRÉMIO 2+0
   Aposta 37: [4, 20, 23, 25, 40] + [2, 9] -> Sem prémio
   Aposta 38: [6, 23, 36, 41, 50] + [1, 12] -> PRÉMIO 2+0
   Aposta 39: [8, 12, 17, 36, 48] + [2, 7] -> Sem prémio
   Aposta 40: [7, 15, 22, 36, 37] + [7, 12] -> PRÉMIO 2+0
   Aposta 41: [11, 20, 21, 29, 44] + [2, 7] -> Sem prémio
   Aposta 42: [4, 27, 31, 37, 41] + [1, 7] -> Sem prémio
   Aposta 43: [4, 21, 35, 37, 50] + [1, 7] -> Sem prémio
   Aposta 44: [13, 30, 33, 40, 50] + [3, 7] -> Sem prémio
   Aposta 45: [30, 33, 41, 42, 47] + [4, 12] -> Sem prémio
   Aposta 46: [6, 16, 19, 29, 38] + [11, 12] -> Sem prémio
   Aposta 47: [6, 19, 20, 47, 49] + [2, 8] -> Sem prémio
   Aposta 48: [5, 20, 27, 44, 50] + [6, 10] -> PRÉMIO 2+1
   Aposta 49: [9, 18, 29, 43, 45] + [4, 7] -> Sem prémio
   Aposta 50: [1, 19, 24, 31, 39] + [2, 10] -> Sem prémio
   Aposta 51: [9, 16, 29, 32, 46] + [5, 8] -> Sem prémio
   Aposta 52: [9, 16, 34, 41, 42] + [7, 11] -> Sem prémio
   Aposta 53: [3, 16, 21, 29, 42] + [1, 11] -> Sem prémio
   Aposta 54: [13, 16, 17, 24, 46] + [1, 4] -> Sem prémio
   Aposta 55: [1, 30, 33, 37, 44] + [2, 4] -> Sem prémio
   Aposta 56: [4, 15, 18, 39, 48] + [2, 3] -> Sem prémio
   Aposta 57: [17, 27, 33, 45, 47] + [3, 9] -> Sem prémio
   Aposta 58: [10, 16, 21, 44, 45] + [5, 6] -> Sem prémio
   Aposta 59: [4, 13, 37, 38, 49] + [2, 10] -> Sem prémio
   Aposta 60: [20, 22, 25, 40, 41] + [4, 7] -> Sem prémio
   Aposta 61: [9, 15, 22, 39, 47] + [7, 12] -> Sem prémio
   Aposta 62: [10, 14, 20, 21, 39] + [2, 10] -> Sem prémio
   Aposta 63: [1, 26, 27, 35, 38] + [4, 8] -> Sem prémio
   Aposta 64: [3, 15, 18, 21, 23] + [4, 5] -> Sem prémio
   Aposta 65: [12, 20, 25, 43, 45] + [3, 4] -> Sem prémio
   Aposta 66: [4, 5, 16, 32, 49] + [6, 12] -> Sem prémio
   Aposta 67: [12, 14, 27, 42, 49] + [6, 10] -> Sem prémio
   Aposta 68: [3, 11, 17, 33, 37] + [11, 12] -> Sem prémio
   Aposta 69: [15, 23, 29, 32, 43] + [5, 8] -> Sem prémio
   Aposta 70: [9, 30, 33, 34, 42] + [3, 12] -> Sem prémio
   Aposta 71: [7, 10, 38, 43, 44] + [4, 8] -> Sem prémio
   Aposta 72: [2, 14, 16, 42, 49] + [4, 7] -> Sem prémio
   Aposta 73: [14, 18, 36, 49, 50] + [6, 9] -> PRÉMIO 2+2
   Aposta 74: [16, 22, 27, 37, 50] + [4, 7] -> PRÉMIO 2+0
   Aposta 75: [11, 13, 39, 46, 49] + [5, 11] -> Sem prémio
   Aposta 76: [2, 20, 29, 41, 42] + [10, 11] -> Sem prémio
   Aposta 77: [6, 20, 25, 26, 29] + [3, 8] -> Sem prémio
   Aposta 78: [30, 35, 37, 41, 45] + [8, 9] -> Sem prémio
   Aposta 79: [13, 30, 31, 44, 50] + [2, 11] -> Sem prémio
   Aposta 80: [2, 14, 23, 38, 44] + [3, 9] -> Sem prémio
   Aposta 81: [11, 14, 35, 39, 43] + [3, 12] -> Sem prémio
   Aposta 82: [6, 7, 15, 33, 43] + [8, 11] -> Sem prémio
   Aposta 83: [6, 8, 20, 25, 45] + [5, 7] -> Sem prémio
   Aposta 84: [22, 32, 35, 40, 41] + [8, 12] -> Sem prémio
   Aposta 85: [16, 18, 21, 25, 35] + [11, 12] -> Sem prémio
   Aposta 86: [12, 14, 19, 42, 50] + [3, 8] -> Sem prémio
   Aposta 87: [5, 23, 27, 36, 41] + [4, 8] -> PRÉMIO 2+0
   Aposta 88: [10, 18, 23, 28, 48] + [7, 8] -> Sem prémio
   Aposta 89: [8, 15, 16, 19, 27] + [2, 11] -> PRÉMIO 2+0
   Aposta 90: [12, 23, 32, 35, 47] + [1, 9] -> Sem prémio
   Aposta 91: [2, 4, 5, 23, 27] + [5, 9] -> Sem prémio
   Aposta 92: [17, 19, 20, 25, 32] + [6, 11] -> Sem prémio
   Aposta 93: [13, 24, 26, 27, 30] + [3, 5] -> Sem prémio
   Aposta 94: [2, 32, 35, 39, 49] + [7, 10] -> Sem prémio
   Aposta 95: [14, 26, 31, 39, 41] + [6, 7] -> Sem prémio
   Aposta 96: [4, 20, 22, 29, 39] + [9, 11] -> Sem prémio
   Aposta 97: [14, 17, 20, 34, 41] + [2, 12] -> Sem prémio
   Aposta 98: [2, 4, 11, 36, 40] + [1, 9] -> Sem prémio
   Aposta 99: [22, 38, 40, 45, 49] + [1, 8] -> Sem prémio
   Aposta 100: [2, 5, 6, 16, 43] + [10, 12] -> Sem prémio

  Resumo dos prémios das 100 apostas:
   Prémio 2+2: 1 aposta(s)
   Prémio 2+1: 2 aposta(s)
   Prémio 2+0: 8 aposta(s)

Semana 2 - Chave Sorteada: Números [3, 8, 29, 39, 50] + Estrelas [9, 11]
  Apostas da semana:
   Aposta 01: [4, 16, 22, 27, 36] + [1, 9] -> Sem prémio
   Aposta 02: [14, 16, 21, 33, 37] + [5, 9] -> Sem prémio
   Aposta 03: [6, 10, 20, 27, 29] + [1, 2] -> Sem prémio
   Aposta 04: [13, 24, 25, 32, 39] + [4, 6] -> Sem prémio
   Aposta 05: [13, 14, 25, 37, 38] + [3, 6] -> Sem prémio
   Aposta 06: [6, 8, 19, 33, 40] + [5, 11] -> Sem prémio
   Aposta 07: [7, 9, 13, 25, 27] + [6, 8] -> Sem prémio
   Aposta 08: [3, 8, 13, 21, 32] + [1, 5] -> PRÉMIO 2+0
   Aposta 09: [22, 23, 34, 43, 47] + [10, 12] -> Sem prémio
   Aposta 10: [21, 35, 42, 45, 48] + [3, 5] -> Sem prémio
   Aposta 11: [3, 12, 23, 47, 50] + [10, 11] -> PRÉMIO 2+1
   Aposta 12: [4, 11, 17, 19, 41] + [3, 9] -> Sem prémio
   Aposta 13: [6, 13, 16, 24, 35] + [1, 2] -> Sem prémio
   Aposta 14: [13, 24, 32, 41, 42] + [9, 12] -> Sem prémio
   Aposta 15: [4, 16, 28, 41, 44] + [5, 9] -> Sem prémio
   Aposta 16: [1, 5, 9, 30, 48] + [2, 7] -> Sem prémio
